size_pop,max_iter,best_distance,time
6.0,5.0,3403.7618215078123,0.05846095085144043
6.0,10.0,3119.625252874099,0.15909981727600098
6.0,25.0,3287.5107585438736,0.337230920791626
6.0,50.0,2947.5594980690485,0.6816539764404297
6.0,100.0,2347.7040125842077,1.256291151046753
6.0,250.0,2301.629318220608,3.12050724029541
6.0,500.0,2300.348837100518,6.097707986831665
6.0,1000.0,2301.629318220608,11.914722681045532
10.0,5.0,3340.7174626818614,0.11908197402954102
10.0,10.0,3355.7528220873264,0.20665192604064941
10.0,25.0,2921.2056469506306,0.5281879901885986
10.0,50.0,2973.9594477368155,1.0270869731903076
10.0,100.0,2295.4121702499324,2.033742904663086
10.0,250.0,2261.8902637218644,5.095431804656982
10.0,500.0,2261.8902637218644,10.148131132125854
10.0,1000.0,2261.8902637218644,20.780370950698853
26.0,5.0,3059.053040070391,0.28649091720581055
26.0,10.0,2957.1052517914836,0.5815281867980957
26.0,25.0,2905.9424933313994,1.407257080078125
26.0,50.0,2526.867393310474,2.742035150527954
26.0,100.0,2336.5208956536612,5.236419200897217
26.0,250.0,2282.8631258690857,13.214988946914673
26.0,500.0,2282.8631258690857,26.230839014053345
26.0,1000.0,2261.8902637218644,51.851726055145264
50.0,5.0,2929.1298796159767,0.5310900211334229
50.0,10.0,3126.6848056447875,1.3434062004089355
50.0,25.0,2817.4217321963833,2.596541166305542
50.0,50.0,2483.169794773055,5.078722953796387
50.0,100.0,2261.8902637218644,10.061634063720703
50.0,250.0,2261.8902637218644,25.002331018447876
50.0,500.0,2261.8902637218644,49.90445828437805
50.0,1000.0,2261.8902637218644,100.58235192298889
100.0,5.0,3023.959751130475,1.0229930877685547
100.0,10.0,2954.388790256677,2.0347342491149902
100.0,25.0,2990.2924872645085,5.020855903625488
100.0,50.0,2515.978351609569,10.114489078521729
100.0,100.0,2261.8902637218644,21.75385808944702
100.0,250.0,2261.8902637218644,51.10418772697449
100.0,500.0,2261.8902637218644,100.13562393188477
100.0,1000.0,2261.8902637218644,207.1640648841858
250.0,5.0,2857.840228149514,2.53657603263855
250.0,10.0,2792.2964091104113,5.032652139663696
250.0,25.0,2492.722668065763,12.749795913696289
250.0,50.0,2315.4748936134797,24.750903844833374
250.0,100.0,2261.8902637218644,50.25401329994202
250.0,250.0,2261.8902637218644,124.646320104599
250.0,500.0,2261.8902637218644,243.31601190567017
250.0,1000.0,2261.8902637218644,483.3995761871338
500.0,5.0,2623.516282331653,5.336902856826782
500.0,10.0,2679.708555170817,10.140138149261475
500.0,25.0,2412.20774555494,24.890846967697144
500.0,50.0,2261.8902637218644,51.96647810935974
500.0,100.0,2261.8902637218644,100.63298082351685
500.0,250.0,2261.8902637218644,250.29050302505493
500.0,500.0,2261.8902637218644,504.7128360271454
500.0,1000.0,2261.8902637218644,2559.8070797920227
1000.0,5.0,2711.8993206043456,10.087075233459473
1000.0,10.0,2653.9203373730456,20.75337290763855
1000.0,25.0,2315.4748936134797,51.0105242729187
1000.0,50.0,2261.8902637218644,101.82490491867065
1000.0,100.0,2261.8902637218644,196.24659085273743
1000.0,250.0,2261.8902637218644,500.78125
1000.0,500.0,2261.8902637218644,2678.674479007721
